total_fat,vitamin_a,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,protein,carbohydrate,fiber,sugars,calories
4.1,0.0,0.51,0.755,0.0,16.0,0.13,22.39,0.0,0.0,0.0,132
0.1,0.0,0.1,0.11,0.0,1276.0,0.01,2.5,4.3,0.6,1.72,22
36.0,0.0,0.48,0.064,0.0,0.0,5.12,5.76,54.1,2.2,2.76,558
9.2,2.0,1.99,0.523,0.0,3.0,0.27,28.73,0.0,0.0,0.0,203
4.7,4.0,0.0,0.111,0.8,0.0,1.02,7.9,79.4,5.0,31.89,381
8.0,0.0,0.0,0.095,0.0,0.0,1.61,5.4,51.15,5.5,11.3,298
4.3,148.0,0.0,0.042,3.3,0.0,0.0,2.12,12.77,1.1,0.0,93
4.1,213.0,0.0,0.04,3.1,0.0,0.0,2.3,12.84,0.9,0.0,93
4.5,0.0,0.61,0.541,0.0,0.0,0.1,28.47,0.0,0.0,0.0,162
11.0,26.0,2.07,0.175,0.0,6.0,0.57,19.38,0.0,0.0,0.0,181
3.9,2586.0,7.0,2.41,72.0,138.0,0.0,6.9,83.3,9.5,28.6,368
1.7,514.0,0.0,0.015,0.4,0.0,0.0,1.29,3.81,0.3,0.0,35
23.0,111.0,0.18,0.027,0.3,0.0,0.0,6.8,46.7,2.0,0.0,418
5.7,0.0,1.29,0.475,0.0,0.0,0.21,29.45,0.0,0.0,0.0,177
7.9,38.0,1.4,0.12,0.0,11.0,0.95,30.75,0.0,0.0,0.0,194
0.8,408.0,0.0,0.0,0.0,0.0,0.0,3.8,4.28,0.7,0.32,40
8.9,5.0,0.61,0.446,0.0,33.0,0.33,23.95,0.64,0.0,0.64,177
6.2,1786.0,5.4,1.78,21.4,143.0,0.0,6.8,82.0,6.0,32.5,390
0.2,812.0,0.0,0.113,4.2,0.0,0.5,0.81,7.62,1.0,2.11,31
28.0,0.0,0.0,0.01,0.0,0.0,0.0,6.9,59.2,2.7,34.5,514
4.6,28.0,1.39,0.322,0.0,5.0,0.48,20.92,0.0,0.0,0.0,125
16.0,220.0,1.28,0.214,2.9,7.0,0.35,16.24,17.97,1.0,4.16,282
1.9,0.0,2.88,0.96,0.0,0.0,0.32,7.8,83.8,9.6,22.3,352
0.1,1271.0,0.0,0.054,4.0,0.0,0.0,0.6,12.5,1.6,0.0,49
0.4,791.0,0.0,0.065,2.2,0.0,0.22,3.17,19.73,5.0,3.23,94
6.5,0.0,0.0,0.026,260.8,0.0,0.41,0.46,74.64,3.3,39.15,359
0.8,4.0,0.0,0.198,17.3,0.0,0.0,7.07,15.01,0.0,0.0,78
8.3,0.0,0.0,0.0,0.0,1.0,0.0,23.7,12.6,7.6,2.2,220
4.1,43.0,2.05,0.425,0.0,13.0,0.12,19.27,0.15,0.0,0.1,115
8.9,6.0,0.76,0.362,0.0,42.0,0.29,26.76,0.0,0.0,0.0,194
13.0,7.0,0.78,0.41,0.3,36.0,0.0,26.68,0.0,0.0,0.0,228
0.4,0.0,0.0,0.08,0.8,0.0,0.02,5.22,14.83,5.3,1.85,81
5.1,10.0,0.0,0.0,1.0,0.0,0.0,11.39,73.59,12.7,23.79,356
4.6,2.0,0.67,0.538,0.0,12.0,0.26,28.86,0.0,0.0,0.0,165
3.3,193.0,0.19,0.038,7.7,39.0,0.94,1.6,7.13,0.0,5.68,64
0.1,20.0,0.0,0.108,5.2,0.0,0.03,0.86,15.05,0.9,12.68,65
5.5,21.0,0.06,0.248,0.4,0.0,1.07,8.42,80.57,9.6,25.65,388
2.9,287.0,0.0,0.385,0.0,0.0,0.0,8.41,73.43,6.3,0.0,348
15.0,98.0,0.3,0.33,0.0,0.0,0.0,26.75,3.18,0.1,0.0,262
0.4,0.0,0.0,0.078,0.0,0.0,0.0,8.04,23.31,7.7,0.0,126
50.0,1674.0,0.0,0.09,0.2,0.0,13.12,6.69,5.12,1.3,1.25,496
0.1,64.0,0.0,0.065,1.0,0.0,0.13,0.48,19.65,0.6,19.05,76
0.0,417.0,0.0,0.02,24.0,0.0,0.04,0.0,13.2,0.1,8.02,53
7.2,143.0,0.16,0.043,0.0,0.0,0.16,13.5,47.0,1.9,0.95,307
19.0,40.0,5.18,0.094,0.0,14.0,0.95,17.77,0.0,0.0,0.0,243
7.3,0.0,0.54,0.701,0.0,28.0,0.1,26.76,0.0,0.0,0.0,180
0.7,415.0,0.03,0.048,1.0,0.0,0.06,4.0,11.4,1.9,1.57,68
7.4,0.0,1.6,0.599,0.0,0.0,0.38,27.89,0.0,0.0,0.0,186
3.5,199.0,0.2,0.039,7.9,39.0,0.89,1.97,6.69,0.0,6.69,66
5.9,0.0,1.2,0.607,0.0,0.0,0.33,22.12,0.0,0.0,0.0,148
4.8,214.0,0.1,0.16,6.5,11.0,0.51,2.13,16.13,1.3,1.74,116
27.0,1580.0,1.48,0.49,79.0,390.0,9.0,12.5,56.0,0.0,51.0,514
3.3,6.0,1.66,0.641,0.0,1.0,0.24,23.59,0.0,0.0,0.0,124
7.7,0.0,2.59,0.33,0.0,0.0,0.44,33.36,0.0,0.0,0.0,212
3.2,942.0,0.4,0.325,10.4,0.0,0.0,3.67,10.67,0.0,8.37,86
13.0,15.0,1.83,0.672,0.0,4.0,0.2,20.69,0.0,0.0,0.0,208
10.0,8.0,0.15,0.229,0.5,0.0,1.15,9.66,74.67,9.4,24.63,412
3.7,7.0,2.69,0.575,0.0,3.0,0.0,22.89,0.0,0.0,0.0,125
11.0,17.0,1.28,0.28,0.0,6.0,0.33,23.56,0.01,0.0,0.0,195
2.4,49.0,0.2,0.222,0.8,4.0,0.24,10.66,20.36,1.4,3.19,146
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0
6.5,7.0,1.81,0.638,0.0,3.0,0.26,22.22,0.0,0.0,0.0,153
9.3,9.0,2.23,0.527,0.0,3.0,0.18,20.95,0.05,0.0,0.0,169
3.6,199.0,0.3,0.039,5.9,39.0,0.44,1.76,6.67,0.7,6.66,66
19.0,0.0,2.13,0.283,0.0,8.0,0.51,28.94,0.0,0.0,0.0,297
9.3,244.0,1.13,0.136,0.2,0.0,0.0,13.63,27.35,4.1,3.83,248
19.0,0.0,2.6,0.26,0.0,0.0,0.0,17.06,0.0,0.0,0.0,243
14.0,0.0,1.59,0.564,0.0,9.0,0.44,26.96,0.0,0.0,0.0,243
17.0,15.0,1.73,0.407,0.0,5.0,0.0,19.26,0.12,0.0,0.0,228
6.5,6.0,2.9,0.644,0.0,3.0,0.0,22.5,0.23,0.0,0.0,149
4.9,8.0,2.82,0.645,0.0,3.0,0.0,22.77,0.0,0.0,0.0,135
26.0,0.0,2.58,0.24,0.0,0.0,0.0,23.1,0.0,0.0,0.0,330
24.0,0.0,2.93,0.28,0.0,0.0,0.0,22.73,0.0,0.0,0.0,315
6.1,21.0,3.57,0.664,0.0,4.0,0.07,28.41,0.0,0.0,0.0,177
7.3,19.0,3.27,0.673,0.0,5.0,0.11,28.22,0.0,0.0,0.0,186
25.0,0.0,2.29,0.26,0.0,16.0,0.2,26.78,0.0,0.0,0.0,341
0.1,0.0,0.0,0.0,69.2,0.0,0.0,0.03,12.21,0.0,11.91,49
6.7,0.0,2.71,0.17,0.0,0.0,0.18,28.17,0.0,0.0,0.0,180
6.9,15.0,3.47,0.607,0.0,2.0,0.19,21.67,0.0,0.0,0.0,149
8.8,7.0,2.38,0.438,0.0,4.0,0.14,21.17,0.0,0.0,0.0,164
8.7,0.0,3.32,0.4,0.0,0.0,0.0,28.04,0.0,0.0,0.0,198
12.0,0.0,3.32,0.4,0.0,0.0,0.0,28.04,0.0,0.0,0.0,225
11.0,0.0,2.81,0.17,0.0,0.0,0.17,25.48,0.0,0.0,0.0,211
12.0,0.0,2.74,0.15,0.0,0.0,0.17,24.61,0.0,0.0,0.0,209
17.0,0.0,2.94,0.12,0.0,0.0,0.2,32.35,0.0,0.0,0.0,288
4.7,7.0,1.88,0.563,0.0,2.0,0.2,23.3,0.0,0.0,0.0,135
6.3,6.0,1.71,0.589,0.0,3.0,0.24,22.93,0.0,0.0,0.0,149
6.2,0.0,1.52,0.369,0.0,4.0,0.35,27.53,0.0,0.0,0.0,174
21.0,7.0,2.3,0.567,0.0,6.0,0.1,28.36,0.0,0.0,0.0,299
8.4,5.0,2.86,0.564,0.0,4.0,0.22,29.9,0.0,0.0,0.0,203
2.4,56.0,0.11,0.282,1.1,0.0,0.38,10.91,22.54,1.2,6.06,155
10.0,0.0,2.46,0.55,0.0,0.0,0.0,31.27,0.0,0.0,0.0,225
8.8,0.0,2.01,0.514,0.0,0.0,0.0,26.53,0.0,0.0,0.0,192
18.0,15.0,5.48,0.374,0.0,6.0,0.17,17.69,0.35,0.0,0.0,238
16.0,15.0,4.92,0.4,0.0,5.0,0.13,18.43,0.36,0.0,0.0,222
4.7,7.0,2.64,0.539,0.0,3.0,0.0,21.44,0.0,0.0,0.0,128
5.8,6.0,2.73,0.61,0.0,3.0,0.0,21.34,0.0,0.0,0.0,138
12.0,8.0,3.66,0.33,0.0,4.0,0.07,28.79,0.0,0.0,0.0,224
15.0,5.0,4.06,0.291,0.0,6.0,0.1,28.84,0.0,0.0,0.0,250
6.7,11.0,3.48,0.609,0.0,2.0,0.18,21.72,0.0,0.0,0.0,147
8.0,67.0,0.1,0.02,0.0,0.0,4.92,1.0,16.0,0.0,3.28,140
7.6,8.0,1.96,0.521,0.0,2.0,0.14,21.65,0.0,0.0,0.0,155
10.0,7.0,1.93,0.467,0.0,4.0,0.16,20.93,0.0,0.0,0.0,173
71.0,0.0,1.68,0.04,0.0,0.0,0.22,6.65,0.0,0.0,0.0,665
1.4,1020.0,0.0,0.0,0.0,0.0,0.0,3.27,7.35,1.2,1.63,57
7.6,0.0,1.61,0.38,0.0,0.0,0.37,27.23,0.0,0.0,0.0,185
9.0,0.0,1.95,0.462,0.0,0.0,0.45,33.08,0.0,0.0,0.0,223
6.3,0.0,1.8,0.461,0.0,0.0,0.44,34.93,0.0,0.0,0.0,206
5.4,3.0,1.61,0.589,0.0,2.0,0.25,22.15,0.0,0.0,0.0,140
5.1,0.0,3.01,0.406,0.0,0.0,0.0,20.45,0.0,0.0,0.0,133
7.4,0.0,2.53,0.332,0.0,5.0,0.45,34.66,0.0,0.0,0.0,214
4.2,973.0,0.43,0.195,28.9,117.0,2.09,2.12,8.2,0.0,8.2,78
29.0,0.0,2.33,0.24,0.0,0.0,0.0,23.53,0.0,0.0,0.0,358
9.1,0.0,3.01,0.299,0.0,0.0,0.0,19.1,0.0,0.0,0.0,164
17.0,0.0,1.56,0.554,0.0,11.0,0.47,26.46,0.0,0.0,0.0,267
25.0,0.0,2.46,0.25,0.0,0.0,0.0,23.9,0.0,0.0,0.0,324
13.0,13.0,2.46,0.422,0.0,4.0,0.17,20.06,0.0,0.0,0.0,195
10.0,14.0,2.08,0.42,0.0,3.0,0.11,20.87,0.0,0.0,0.0,174
1.4,433.0,0.0,0.29,0.0,0.0,0.07,2.37,11.67,1.7,0.46,68
14.0,14.0,1.81,0.622,0.0,4.0,0.24,20.49,0.0,0.0,0.0,214
9.2,6.0,3.25,0.551,0.0,4.0,0.0,28.77,0.17,0.0,0.0,199
5.1,313.0,0.31,0.081,11.0,82.0,1.75,3.25,16.5,0.0,11.9,125
8.1,359.0,0.47,0.296,4.4,5.0,0.61,17.19,19.87,1.2,4.68,220
12.0,343.0,0.46,0.279,3.8,7.0,0.5,15.38,22.61,1.2,4.99,257
31.0,29.0,2.06,0.462,0.0,8.0,0.0,23.34,0.0,0.0,0.0,372
27.0,31.0,2.22,0.525,0.0,7.0,0.0,25.56,0.0,0.0,0.0,341
34.0,0.0,2.56,0.26,0.0,0.0,0.0,22.57,0.0,0.0,0.0,400
32.0,0.0,2.84,0.3,0.0,0.0,0.0,21.95,0.0,0.0,0.0,386
3.0,17.0,2.06,0.635,0.0,1.0,0.22,23.3,0.0,0.0,0.0,120
3.0,17.0,2.06,0.634,0.0,1.0,0.22,23.28,0.0,0.0,0.0,120
3.7,11.0,1.68,0.645,0.0,1.0,0.25,23.26,0.0,0.0,0.0,127
4.2,7.0,3.13,0.416,0.0,3.0,0.2,21.3,0.0,0.0,0.0,123
13.0,0.0,1.23,0.076,0.3,0.0,0.09,12.17,22.69,1.4,0.0,259
8.9,0.0,1.62,0.355,0.0,0.0,0.39,27.01,0.0,0.0,0.0,196
7.5,0.0,1.36,0.349,0.0,0.0,0.37,26.57,0.0,0.0,0.0,181
5.9,7.0,0.66,0.51,0.6,0.0,0.0,21.23,0.0,0.0,0.0,144
11.0,0.0,0.0,0.0,2.8,0.0,0.0,24.5,0.0,0.0,0.0,202
9.2,13.0,2.63,0.566,0.0,2.0,0.2,28.61,0.0,0.0,0.0,203
13.0,14.0,2.76,0.541,0.0,3.0,0.22,28.17,0.0,0.0,0.0,233
17.0,5.0,3.02,0.369,0.0,5.0,0.0,24.24,1.81,0.0,0.0,259
18.0,33.0,1.17,0.156,0.0,2.0,0.45,22.06,0.04,0.0,0.0,253
13.0,8.0,3.36,0.41,0.0,4.0,0.0,25.28,1.1,0.0,0.0,226
1.2,306.0,0.0,0.0,2.4,0.0,0.0,2.86,7.35,0.8,1.63,53
7.1,8.0,4.46,0.66,0.0,3.0,0.0,29.85,0.2,0.0,0.0,184
9.5,5.0,3.57,0.603,0.0,5.0,0.0,28.99,0.36,0.0,0.0,203
6.4,6.0,4.38,0.407,0.0,4.0,0.18,20.36,0.0,0.0,0.0,139
7.7,6.0,3.27,0.355,0.0,4.0,0.2,20.87,0.0,0.0,0.0,152
5.9,7.0,3.1,0.357,0.0,3.0,0.12,21.1,0.0,0.0,0.0,137
4.0,0.0,3.07,0.616,0.0,0.0,0.17,21.69,0.0,0.0,0.0,129
15.0,0.0,2.61,0.26,0.0,0.0,0.0,27.53,0.0,0.0,0.0,253
9.0,0.0,3.0,0.14,0.0,0.0,0.2,27.71,0.0,0.0,0.0,200
5.3,0.0,1.45,0.373,0.0,0.0,0.36,28.29,0.0,0.0,0.0,169
7.9,11.0,4.29,0.414,0.0,4.0,0.16,20.07,0.0,0.0,0.0,152
9.7,0.0,1.73,0.614,0.0,7.0,0.42,29.33,0.0,0.0,0.0,212
4.1,11.0,1.89,0.225,0.0,0.0,0.3,20.93,0.0,0.0,0.0,121
4.8,0.0,0.0,0.02,0.0,0.0,0.0,10.4,18.9,2.9,0.6,149
24.0,0.0,2.31,0.26,0.0,16.0,0.2,27.18,0.0,0.0,0.0,334
3.4,44.0,0.42,0.504,0.0,37.0,0.22,20.89,1.04,0.0,1.04,118
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0
21.0,0.0,3.34,0.44,0.0,14.0,0.54,28.77,0.0,0.0,0.0,313
14.0,0.0,2.65,0.13,0.0,0.0,0.18,35.54,0.0,0.0,0.0,279
13.0,22.0,2.09,0.155,0.0,2.0,0.28,24.26,0.04,0.0,0.0,212
4.4,5.0,2.69,0.57,0.0,2.0,0.2,21.45,0.11,0.0,0.0,125
3.7,7.0,2.86,0.601,0.0,1.0,0.16,21.93,0.0,0.0,0.0,121
6.3,0.0,1.89,0.447,0.0,0.0,0.41,32.04,0.0,0.0,0.0,193
20.0,0.0,2.46,0.29,0.0,13.0,0.54,30.2,0.0,0.0,0.0,309
19.0,0.0,1.99,0.296,0.0,12.0,0.52,30.05,0.0,0.0,0.0,295
3.8,11.0,1.68,0.645,0.0,1.0,0.25,23.24,0.0,0.0,0.0,127
11.0,0.0,2.61,0.26,0.0,0.0,0.0,27.53,0.0,0.0,0.0,220
9.3,0.0,2.61,0.14,0.0,0.0,0.17,25.46,0.0,0.0,0.0,192
4.7,0.0,1.62,0.417,0.0,0.0,0.34,31.61,0.0,0.0,0.0,177
12.0,6.0,1.27,0.496,0.0,2.0,0.25,19.06,0.0,0.0,0.0,192
15.0,6.0,1.61,0.523,0.0,2.0,0.29,19.79,0.0,0.0,0.0,222
10.0,0.0,2.62,0.27,0.0,7.0,0.17,34.34,0.0,0.0,0.0,238
5.2,11.0,3.19,0.407,0.0,4.0,0.19,21.19,0.0,0.0,0.0,131
4.2,11.0,2.99,0.445,0.0,3.0,0.2,21.05,0.0,0.0,0.0,122
6.4,3.0,1.68,0.499,0.0,3.0,0.25,27.51,0.0,0.0,0.0,167
8.0,0.0,2.43,0.322,0.0,0.0,0.44,32.9,0.0,0.0,0.0,213
6.2,12.0,4.39,0.39,0.0,3.0,0.2,20.28,0.0,0.0,0.0,137
11.0,5.0,3.2,0.393,0.0,6.0,0.11,27.97,0.0,0.0,0.0,215
9.8,7.0,3.5,0.454,0.0,4.0,0.1,27.88,0.0,0.0,0.0,199
16.0,0.0,2.53,0.11,0.0,0.0,0.0,18.04,0.0,0.0,0.0,223
19.0,51.0,0.09,0.043,3.9,0.0,0.34,5.4,47.8,1.9,27.53,371
13.0,0.0,2.28,0.1,0.0,2.0,0.18,28.37,0.0,0.0,0.0,243
4.4,0.0,2.71,0.14,0.0,0.0,0.21,20.75,0.0,0.0,0.0,128
5.7,6.0,3.53,0.615,0.0,3.0,0.23,21.94,0.0,0.0,0.0,139
1.9,204.0,0.38,0.045,1.0,40.0,0.0,3.48,4.97,0.0,0.0,51
5.5,5.0,2.1,0.558,0.0,2.0,0.19,22.15,0.08,0.0,0.0,139
8.6,0.0,1.06,0.563,0.0,0.0,0.32,20.64,0.0,0.0,0.0,165
5.3,87.0,0.58,0.194,0.6,6.0,0.4,12.29,21.49,1.2,3.41,183
10.0,0.0,0.56,0.467,0.0,12.0,0.2,19.45,0.0,0.0,0.0,171
5.5,5.0,0.0,0.261,8.6,0.0,0.39,2.75,25.55,2.0,0.37,158
28.0,1543.0,2.31,0.309,46.3,309.0,5.1,12.6,53.57,0.0,52.97,517
24.0,49.0,2.11,0.102,0.0,7.0,0.69,26.79,0.05,0.0,0.0,322
5.8,0.0,3.01,0.299,0.0,0.0,0.0,19.88,0.0,0.0,0.0,137
8.3,44.0,0.58,0.376,0.0,0.0,0.24,26.18,0.17,0.0,0.02,180
22.0,0.0,1.94,0.38,0.0,0.0,0.0,25.92,0.0,0.0,0.0,310
5.8,0.0,1.68,0.631,0.0,4.0,0.38,29.42,0.0,0.0,0.0,178
7.4,7.0,1.87,0.467,0.0,3.0,0.15,21.85,0.0,0.0,0.0,154
15.0,7.0,5.82,0.392,0.0,6.0,0.16,18.47,0.17,0.0,0.0,212
13.0,9.0,5.16,0.417,0.0,6.0,0.12,19.14,0.23,0.0,0.0,198
2.9,6.0,1.64,0.635,0.0,1.0,0.23,23.59,0.0,0.0,0.0,121
19.0,0.0,1.0,0.527,0.0,0.0,0.42,19.33,0.0,0.0,0.0,254
6.9,0.0,4.04,0.526,0.0,0.0,0.21,20.74,0.0,0.0,0.0,150
5.2,0.0,5.39,0.527,0.0,0.0,0.2,20.98,0.0,0.0,0.0,137
11.0,0.0,2.97,0.268,0.0,0.0,0.16,25.7,0.0,0.0,0.0,207
80.0,3571.0,0.21,0.0,0.0,0.0,6.23,0.18,0.71,0.0,0.0,714
5.7,6.0,3.53,0.615,0.0,3.0,0.23,21.94,0.0,0.0,0.0,139
6.0,0.0,2.42,0.317,0.0,0.0,0.47,33.15,0.0,0.0,0.0,196
5.6,220.0,0.0,0.009,9.7,0.0,0.0,1.9,15.02,2.3,0.0,113
5.2,6.0,3.62,0.674,0.0,4.0,0.07,28.71,0.0,0.0,0.0,169
6.3,4.0,3.3,0.681,0.0,5.0,0.12,28.54,0.0,0.0,0.0,178
5.7,0.0,3.37,0.32,0.0,0.0,0.16,25.74,0.0,0.0,0.0,161
5.0,0.0,3.42,0.324,0.0,0.0,0.16,26.13,0.0,0.0,0.0,157
7.4,0.0,2.27,0.39,0.0,0.0,0.14,26.0,0.0,0.0,0.0,177
9.6,0.0,2.27,0.39,0.0,0.0,0.14,25.98,0.0,0.0,0.0,198
15.0,0.0,1.06,0.562,0.0,0.0,0.39,20.61,0.0,0.0,0.0,228
2.9,6.0,1.64,0.635,0.0,1.0,0.23,23.59,0.0,0.0,0.0,121
5.3,6.0,3.17,0.644,0.0,3.0,0.0,22.52,0.18,0.0,0.0,138
22.0,0.0,2.31,0.26,0.0,0.0,0.0,27.33,0.0,0.0,0.0,318
25.0,0.0,2.4,0.26,0.0,16.0,0.19,25.85,0.0,0.0,0.0,331
3.8,11.0,1.65,0.638,0.0,1.0,0.24,23.46,0.0,0.0,0.0,128
3.0,12.0,1.62,0.622,0.0,1.0,0.21,23.44,0.0,0.0,0.0,121
3.7,11.0,1.65,0.639,0.0,1.0,0.24,23.49,0.0,0.0,0.0,127
2.9,11.0,1.62,0.623,0.0,1.0,0.21,23.49,0.0,0.0,0.0,120
12.0,0.0,3.51,0.38,0.0,0.0,0.17,25.73,0.0,0.0,0.0,216
19.0,0.0,2.33,0.278,0.0,0.0,0.52,28.66,0.0,0.0,0.0,298
3.4,6.0,1.68,0.648,0.0,1.0,0.25,23.35,0.0,0.0,0.0,124
2.5,7.0,2.07,0.637,0.0,1.0,0.22,23.41,0.0,0.0,0.0,116
3.4,6.0,1.68,0.648,0.0,1.0,0.27,23.35,0.0,0.0,0.0,124
2.5,7.0,2.07,0.637,0.0,1.0,0.22,23.41,0.0,0.0,0.0,116
0.3,203.0,0.43,0.05,1.1,40.0,0.0,3.96,5.56,0.0,0.0,41
0.3,214.0,0.39,0.046,1.0,49.0,0.01,3.57,5.02,0.0,5.02,37
5.0,4.0,0.0,0.196,7.7,0.0,0.1,2.34,23.96,2.0,0.21,150
8.4,0.0,1.66,0.623,0.0,5.0,0.4,29.04,0.0,0.0,0.0,200
5.7,0.0,1.54,0.376,0.0,0.0,0.36,28.0,0.0,0.0,0.0,163
14.0,0.0,2.58,0.28,0.0,0.0,0.0,28.05,0.0,0.0,0.0,244
18.0,0.0,1.93,0.288,0.0,0.0,0.5,29.23,0.0,0.0,0.0,283
23.0,35.0,2.18,0.159,0.0,6.0,0.4,20.88,0.03,0.0,0.0,294
5.1,44.0,0.44,0.335,0.0,34.0,0.13,15.08,4.69,0.0,4.69,124
17.0,0.0,1.56,0.553,0.0,11.0,0.46,26.44,0.0,0.0,0.0,264
3.6,197.0,0.3,0.039,5.9,29.0,1.32,1.8,6.77,0.0,4.4,67
5.8,39.0,0.43,0.356,0.0,27.0,0.2,18.66,1.18,0.0,1.18,129
16.0,0.0,1.77,0.534,0.0,0.0,0.46,26.8,0.0,0.0,0.0,257
13.0,0.0,1.41,0.594,0.0,0.0,0.43,27.12,0.0,0.0,0.0,230
3.3,1199.0,0.42,0.383,12.0,123.0,0.07,3.29,11.19,0.4,10.49,87
14.0,15.0,1.66,0.399,0.0,5.0,0.0,20.12,0.0,0.0,0.0,208
18.0,15.0,1.78,0.411,0.0,6.0,0.0,18.69,0.2,0.0,0.0,241
8.2,0.0,1.55,0.637,0.0,0.0,0.33,21.49,0.0,0.0,0.0,166
0.1,66.0,0.0,0.065,36.2,0.0,0.15,0.6,8.47,0.2,7.42,37
27.0,0.0,2.27,0.26,0.0,18.0,0.21,26.37,0.0,0.0,0.0,359
6.2,12.0,3.67,0.614,0.0,2.0,0.18,21.91,0.0,0.0,0.0,144
7.4,11.0,3.34,0.601,0.0,2.0,0.19,21.5,0.0,0.0,0.0,153
7.4,8.0,2.13,0.435,0.0,3.0,0.1,21.61,0.0,0.0,0.0,153
9.8,6.0,2.55,0.44,0.0,4.0,0.17,20.89,0.0,0.0,0.0,171
13.0,2188.0,7.5,2.5,75.0,150.0,16.88,25.0,50.5,12.5,28.75,415
100.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,884
6.4,0.0,1.63,0.386,0.0,0.0,0.37,27.68,0.0,0.0,0.0,176
4.4,0.0,1.41,0.361,0.0,0.0,0.34,27.37,0.0,0.0,0.0,149
6.3,0.0,2.68,0.28,0.0,4.0,0.15,35.62,0.0,0.0,0.0,209
7.3,0.0,1.79,0.634,0.0,3.0,0.28,22.1,0.0,0.0,0.0,160
14.0,0.0,3.28,0.57,0.0,9.0,0.18,32.99,0.0,0.0,0.0,266
6.6,7.0,1.95,0.689,0.0,3.0,0.26,22.32,0.0,0.0,0.0,155
8.0,9.0,2.22,0.533,0.0,2.0,0.18,21.2,0.04,0.0,0.0,157
10.0,9.0,2.32,0.524,0.0,2.0,0.2,21.34,0.06,0.0,0.0,176
13.0,0.0,2.48,0.264,0.0,0.0,0.0,18.85,0.0,0.0,0.0,195
5.0,183.0,0.0,0.009,6.0,0.0,0.0,2.05,14.36,2.2,0.0,108
19.0,9.0,2.34,0.6,0.0,5.0,0.0,29.28,0.0,0.0,0.0,287
22.0,6.0,2.27,0.544,0.0,7.0,0.0,27.75,0.0,0.0,0.0,306
7.1,6.0,3.0,0.571,0.0,2.0,0.2,29.88,0.0,0.0,0.0,188
8.9,4.0,2.96,0.565,0.0,3.0,0.23,29.51,0.0,0.0,0.0,206
5.3,7.0,1.84,0.644,0.0,2.0,0.23,22.41,0.0,0.0,0.0,144
9.3,12.0,1.76,0.59,0.0,4.0,0.14,20.32,0.0,0.0,0.0,165
7.0,0.0,2.97,0.261,0.0,0.0,0.13,29.34,0.0,0.0,0.0,189
6.8,0.0,3.02,0.273,0.0,0.0,0.17,26.36,0.0,0.0,0.0,173
28.0,1559.0,1.28,0.316,45.1,369.0,7.07,11.13,55.67,0.0,55.67,520
3.2,0.0,2.87,0.622,0.0,0.0,0.17,21.96,0.0,0.0,0.0,124
3.1,44.0,0.42,0.461,0.0,30.0,0.27,20.54,0.84,0.0,0.81,114
11.0,14.0,1.24,0.17,0.0,1.0,0.37,24.43,0.0,0.0,0.0,193
7.1,11.0,3.36,0.603,0.0,2.0,0.18,21.57,0.0,0.0,0.0,150
22.0,0.0,3.11,0.36,0.0,0.0,0.0,17.51,0.0,0.0,0.0,274
12.0,0.0,1.49,0.613,0.0,0.0,0.35,20.7,0.0,0.0,0.0,192
6.0,12.0,3.67,0.616,0.0,2.0,0.18,21.95,0.0,0.0,0.0,142
17.0,0.0,1.92,0.285,0.0,11.0,0.5,28.97,0.0,0.0,0.0,280
8.4,11.0,1.31,0.291,0.0,5.0,0.29,24.39,0.0,0.0,0.0,173
13.0,0.0,2.47,0.29,0.0,9.0,0.14,31.06,0.0,0.0,0.0,253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.0,394.0,0.39,0.079,15.8,78.0,1.22,2.76,14.34,0.0,14.0,131
0.0,105.0,0.25,0.084,12.7,0.0,1.9,0.0,5.49,0.0,5.49,22
7.1,395.0,0.39,0.078,15.6,40.0,1.17,2.72,14.34,0.0,14.34,129
5.8,0.0,1.71,0.656,0.0,4.0,0.39,30.55,0.0,0.0,0.0,183
12.0,60.0,0.51,0.181,0.0,0.0,0.31,26.86,0.02,0.0,0.02,215
7.0,0.0,2.42,0.318,0.0,0.0,0.43,33.26,0.0,0.0,0.0,205
11.0,38.0,0.64,0.358,0.0,0.0,0.3,22.88,0.33,0.0,0.33,191
7.8,38.0,0.44,0.427,0.0,0.0,0.15,19.85,1.41,0.0,1.03,155
1.4,0.0,0.0,0.463,0.0,0.0,0.33,11.6,73.19,4.2,0.56,360
6.4,6.0,2.25,0.166,0.0,1.0,0.2,26.31,0.0,0.0,0.0,162
6.9,6.0,4.35,0.418,0.0,4.0,0.17,20.35,0.0,0.0,0.0,143
5.7,7.0,4.42,0.392,0.0,3.0,0.2,20.39,0.0,0.0,0.0,133
4.1,11.0,1.89,0.225,0.0,0.0,0.3,20.93,0.0,0.0,0.0,121
7.6,7.0,3.41,0.476,0.0,3.0,0.0,29.39,0.0,0.0,0.0,186
27.0,0.0,2.71,0.29,0.0,0.0,0.0,16.26,0.0,0.0,0.0,316
