total_fat,vitamin_a,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,protein,carbohydrate,fiber,sugars,calories
17.0,129.0,0.34,0.36,1.7,0.0,0.32,18.77,0.0,0.0,0.0,234
2.5,1149.0,0.3,0.12,3.1,0.0,1.08,5.09,18.86,2.5,5.09,117
2.7,154.0,0.24,0.052,0.0,9.0,0.24,5.4,61.0,0.5,36.66,290
0.0,33.0,0.0,0.0,24.4,0.0,0.0,0.19,12.76,0.6,12.2,46
13.0,188.0,0.0,0.377,10.4,0.0,0.0,2.22,21.86,1.7,0.0,204
2.2,25.0,0.0,0.04,1.3,0.0,0.18,6.54,20.18,3.9,6.52,125
2.1,1708.0,0.0,0.08,0.9,0.0,0.46,3.48,9.17,0.8,1.5,68
12.0,2.0,0.0,0.025,0.0,0.0,0.85,3.4,79.5,2.9,35.71,416
8.7,1429.0,1.7,0.57,0.0,2.0,0.0,5.5,41.7,1.1,9.1,265
0.2,2.0,0.0,0.256,14.2,0.0,0.01,2.38,17.47,1.2,0.78,78
15.0,11.0,0.0,0.067,0.3,0.0,0.0,4.0,76.6,0.0,0.0,434
24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,67.7,2.8,32.4,503
3.3,0.0,5.14,0.25,0.0,0.0,0.0,19.0,0.0,0.0,0.0,111
3.9,0.0,1.36,0.44,0.0,0.0,0.21,19.97,0.0,0.0,0.0,120
3.9,28800.0,0.0,0.0,0.0,0.0,0.0,15.0,6.8,0.0,0.0,122
24.0,905.0,0.0,0.297,0.9,0.0,0.0,7.9,63.1,5.3,0.0,480
0.3,9900.0,0.0,0.153,130.0,0.0,0.0,2.2,3.9,2.8,0.0,22
75.0,65.0,0.12,0.008,0.0,7.0,3.28,0.96,0.57,0.0,0.57,680
0.8,4.0,1.25,0.104,0.0,1.0,0.87,16.52,0.0,0.0,0.0,77
14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,73.1,2.0,10.1,441
1.4,28.0,0.0,0.015,0.0,0.0,0.21,0.44,29.45,0.5,23.49,132
1.8,3.0,0.0,0.182,0.0,0.0,0.12,7.11,79.45,3.9,1.61,370
9.8,3434.0,0.35,0.063,0.0,2.0,0.76,3.9,34.83,1.8,18.88,243
34.0,0.0,0.0,0.531,21.6,0.0,10.45,6.39,53.83,3.1,0.33,532
1.2,3.0,0.0,0.061,0.2,0.0,0.03,2.52,3.53,0.0,1.58,36
25.0,143.0,0.0,0.0,0.0,0.0,0.96,1.25,23.05,0.0,23.05,318
3.7,138.0,0.36,0.042,1.5,0.0,0.0,3.28,4.65,0.0,0.0,64
10.0,0.0,8.3,0.47,0.0,0.0,0.44,30.2,0.0,0.0,0.0,221
12.0,0.0,8.3,0.47,7.0,0.0,0.0,30.09,0.0,0.0,0.0,234
0.0,207.0,0.49,0.045,0.0,5.0,0.06,32.14,7.14,0.0,0.0,157
0.3,681.0,0.0,0.078,26.7,0.0,0.2,0.81,13.34,1.8,10.58,53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,6.67,0.0,0.0,33
18.0,12.0,0.25,0.038,0.3,0.0,2.44,10.17,60.26,2.9,1.98,440
19.0,586.0,1.66,0.084,0.0,14.0,0.17,24.69,3.41,0.0,0.56,282
14.0,430.0,0.4,0.12,0.0,0.0,0.27,16.7,11.6,0.0,7.74,239
2.4,3.0,0.1,0.01,0.0,0.0,0.02,3.75,4.81,0.4,0.21,53
0.2,191.0,0.0,0.009,1.0,0.0,0.09,0.33,2.26,1.2,1.06,11
2.8,0.0,5.9,0.162,0.0,0.0,0.44,22.25,0.0,0.0,0.0,115
6.9,0.0,0.0,0.03,0.0,0.0,0.78,8.1,79.0,3.0,6.0,417
3.8,0.0,0.0,0.052,0.0,0.0,0.07,7.9,84.1,1.7,25.66,402
0.3,0.0,0.0,0.0,33.5,0.0,0.0,0.0,12.25,0.0,11.41,52
0.5,3604.0,0.0,0.143,1.0,0.0,4.33,3.39,62.64,7.3,53.44,241
0.2,8.0,0.0,0.014,1.1,0.0,0.12,0.24,19.08,2.7,16.42,74
0.1,399.0,0.0,0.028,0.4,0.0,0.26,0.44,23.12,1.5,21.58,89
1.0,41.0,0.63,0.068,0.0,0.0,0.01,12.39,2.72,0.0,2.72,72
2.3,225.0,0.47,0.057,0.0,0.0,0.08,10.45,4.76,0.0,4.0,81
0.1,3081.0,0.0,0.07,34.1,0.0,0.34,0.3,11.4,0.5,9.6,48
0.2,172.0,0.0,0.017,7.9,0.0,0.83,0.91,6.19,1.0,3.52,26
4.9,0.0,0.0,0.001,0.0,0.0,0.0,0.3,93.8,0.1,0.0,410
0.3,20.0,0.0,0.032,0.4,0.0,0.0,0.29,12.0,1.3,0.0,47
13.0,193.0,3.23,0.636,3.9,441.0,3.55,20.42,0.0,0.0,0.0,208
5.9,1.0,2.88,0.154,0.0,9.0,0.81,15.23,0.0,0.0,0.0,119
27.0,0.0,0.0,0.01,0.0,1.0,0.0,2.6,68.8,1.3,53.0,529
3.7,5.0,0.0,0.475,0.0,0.0,0.12,8.46,76.59,6.4,1.61,363
5.5,193.0,0.35,0.171,2.7,0.0,0.26,14.13,68.49,4.9,5.74,383
0.1,30.0,0.01,0.0,2.7,0.0,0.0,0.6,97.3,0.0,97.3,383
0.1,57.0,0.0,0.114,56.4,0.0,0.02,0.53,13.5,1.4,10.32,51
13.0,264.0,0.2,0.23,0.9,5.0,1.07,14.46,22.46,0.8,13.6,262
16.0,0.0,0.0,0.055,0.0,0.0,2.27,4.9,72.6,1.6,35.07,455
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.75,0.0,0.0,3
9.5,3.0,0.0,0.082,0.2,0.0,0.1,2.31,73.81,2.4,45.95,390
0.2,2.0,0.02,0.0,0.0,0.0,0.04,0.64,0.44,0.0,0.43,6
0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.05,2.41,0.0,0.0,237
0.3,544.0,0.0,0.144,14.0,0.0,0.0,3.98,13.51,3.5,0.0,70
0.1,73.0,0.0,0.02,3.3,0.0,0.19,0.39,31.2,2.0,28.7,116
7.1,40.0,0.49,0.64,7.2,0.0,0.0,22.75,0.0,0.0,0.0,161
2.7,666.0,0.0,0.086,18.2,0.0,0.0,1.96,13.05,1.7,0.0,79
22.0,0.0,0.0,0.225,4.6,0.0,0.0,43.32,28.98,8.1,0.0,449
1.7,2.0,0.0,0.037,0.0,0.0,0.4,11.98,72.53,2.4,0.31,361
15.0,0.0,8.3,0.47,0.0,0.0,0.49,29.2,0.0,0.0,0.0,255
7.3,2816.0,0.0,0.0,5.9,0.0,0.0,10.82,56.56,10.8,8.67,335
24.0,243.0,0.4,0.41,5.2,0.0,0.0,18.47,0.0,0.0,0.0,294
4.4,5.0,0.03,0.0,0.0,0.0,0.71,0.3,18.6,0.1,16.32,110
16.0,18.0,0.96,0.078,0.0,1.0,6.88,11.01,21.66,1.5,1.65,277
0.1,10.0,0.0,0.614,13.5,0.0,0.04,4.29,46.06,7.9,1.4,198
0.3,435.0,0.0,0.098,7.0,0.0,1.44,1.2,5.31,1.5,3.56,24
9.8,0.0,0.05,0.016,0.0,0.0,0.77,4.0,80.0,0.7,44.21,423
0.1,216.0,0.0,0.056,85.9,0.0,0.6,0.8,10.9,0.1,0.0,46
28.0,0.0,1.08,0.16,0.0,0.0,0.0,12.78,1.69,0.0,0.0,315
31.0,56.0,0.26,0.1,0.3,0.0,0.15,10.24,55.36,3.6,47.17,515
32.0,667.0,0.13,0.156,1.5,0.0,0.0,57.9,1.6,0.0,0.0,538
2.4,242.0,0.0,0.14,0.0,0.0,0.0,8.1,83.4,0.0,0.0,387
11.0,1521.0,1.8,0.61,0.0,2.0,0.0,6.6,39.8,1.2,2.7,278
27.0,33.0,0.0,0.348,54.1,0.0,0.0,8.5,57.7,5.2,0.0,496
12.0,731.0,0.29,0.136,0.0,0.0,1.74,8.99,17.97,2.2,1.23,216
18.0,0.0,0.0,0.06,0.0,0.0,0.0,8.1,63.86,13.7,26.6,451
0.2,864.0,0.0,0.024,12.9,0.0,0.51,2.1,9.19,3.3,4.08,46
20.0,0.0,0.0,0.1,0.0,0.0,0.0,7.3,67.4,3.7,10.7,470
6.3,16.0,2.01,0.303,4.5,0.0,0.23,15.7,14.27,4.9,1.07,177
24.0,16.0,0.0,0.096,0.2,0.0,0.0,9.8,62.3,2.9,0.0,483
20.0,605.0,2.26,0.049,0.0,15.0,0.17,20.0,1.37,0.0,0.0,265
0.5,0.0,0.0,0.171,0.0,0.0,0.0,6.5,79.15,0.0,0.0,358
1.4,0.0,0.74,0.01,4.1,0.0,1.1,20.42,0.0,0.0,0.0,100
50.0,0.0,0.0,0.466,0.0,0.0,4.93,24.35,21.26,8.4,4.9,587
16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,67.0,12.2,27.2,426
5.1,54.0,2.27,1.0,0.8,0.0,0.38,66.67,17.95,0.0,5.13,385
24.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,74.39,0.0,42.31,515
12.0,333.0,0.0,0.29,4.0,0.0,0.9,12.0,64.6,8.7,7.3,389
1.0,12.0,0.01,0.27,1.7,0.0,0.21,5.0,16.9,4.2,5.25,97
8.4,554.0,0.5,0.05,8.0,0.0,0.0,12.8,25.7,3.8,3.3,230
2.5,43.0,2.05,0.44,0.0,13.0,0.12,21.28,0.15,0.0,0.1,108
20.0,0.0,0.0,0.018,0.0,0.0,1.6,4.5,72.1,1.5,39.3,483
18.0,264.0,0.53,0.0,0.0,0.0,0.0,10.77,22.04,0.6,7.9,283
4.6,1667.0,5.0,1.66,20.0,133.0,0.02,3.41,86.75,3.3,48.11,389
18.0,633.0,1.66,0.084,0.0,13.0,0.16,27.2,2.0,0.0,0.58,282
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,10.7,42
0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.07,2.51,0.0,0.62,83
8.6,0.0,0.42,0.329,4.0,29.0,0.08,16.6,3.83,1.3,0.0,163
0.0,0.0,0.01,0.022,2.8,0.0,0.02,0.0,10.07,0.0,9.77,68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231
21.0,0.0,0.0,0.02,0.0,0.0,0.0,8.55,65.7,3.2,2.15,473
0.2,0.0,0.0,0.059,0.0,0.0,0.0,2.36,28.73,0.0,0.0,130
8.2,35836.0,28.17,0.882,22.6,0.0,0.15,27.0,0.0,0.0,0.0,189
7.5,54.0,13.9,0.608,0.0,0.0,0.13,24.88,0.0,0.0,0.0,174
3.5,6524.0,0.01,0.05,9.0,2.0,0.9,0.89,32.12,2.1,27.25,164
100.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,884
3.6,60.0,0.34,0.32,0.0,0.0,0.21,18.74,0.0,0.0,0.0,113
5.2,8136.0,8.45,0.3,6.5,0.0,0.0,26.77,0.86,0.0,0.0,165
16.0,72.0,0.15,0.484,0.0,0.0,1.28,19.25,18.36,1.2,0.39,296
0.3,706.0,0.0,0.071,54.3,0.0,1.02,0.91,3.83,0.5,2.78,19
4.0,909.0,2.7,0.9,0.3,73.0,1.66,6.69,79.09,9.1,22.5,358
0.0,34.0,0.0,0.049,45.8,0.0,0.0,0.05,51.45,0.2,42.5,201
12.0,87.0,0.68,0.07,1.8,9.0,0.55,10.29,26.69,1.0,3.53,257
34.0,0.0,0.0,0.03,0.0,0.0,0.0,5.9,57.3,4.6,1.1,514
19.0,0.0,1.02,0.12,0.0,25.0,0.22,10.5,2.6,0.0,0.0,230
21.0,0.0,0.0,0.02,0.0,0.0,0.0,5.5,70.0,3.4,33.9,482
1.7,193.0,0.0,0.0,0.5,0.0,0.0,4.25,16.6,1.9,5.41,99
3.5,1429.0,1.7,0.57,0.0,2.0,0.0,6.3,44.9,1.3,4.5,229
23.0,1103.0,1.64,0.398,0.0,123.0,2.25,13.87,10.95,0.0,10.3,307
0.1,0.0,0.01,0.003,0.0,0.0,0.01,0.21,0.25,0.0,0.2,3
4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,16.8,2.7,1.9,126
1.9,3032.0,0.9,0.13,2.7,0.0,0.0,4.33,5.96,0.0,0.0,57
0.2,1852.0,0.0,0.07,10.5,0.0,0.0,1.49,3.55,0.0,0.0,18
0.2,1060.0,0.0,0.0,15.0,0.0,0.0,1.1,12.3,6.7,0.0,55
0.5,235.0,0.0,0.0,0.0,0.0,0.0,2.35,14.55,1.4,4.23,70
6.7,3.0,0.39,0.34,0.0,0.0,0.0,19.54,0.0,0.0,0.0,144
3.3,0.0,0.0,0.01,0.0,0.0,0.65,1.59,87.73,0.1,56.32,387
0.1,6636.0,0.0,0.113,9.6,0.0,0.52,1.1,14.0,1.5,4.24,60
12.0,541.0,0.0,0.055,4.8,0.0,1.0,0.58,31.22,1.5,16.86,222
0.1,374.0,0.0,0.055,3.9,0.0,0.8,0.8,7.0,0.7,6.05,28
11.0,3333.0,5.0,1.61,48.0,133.0,0.0,7.3,76.4,9.4,31.7,401
3.2,2126.0,0.0,0.0,6.0,0.0,0.0,3.0,21.0,3.0,7.0,121
2.3,177.0,0.0,0.0,6.0,0.0,0.0,7.0,13.0,2.6,1.0,100
3.6,176.0,0.07,0.04,0.7,3.0,0.09,3.0,21.6,0.0,19.92,127
0.2,37.0,0.0,0.086,1.3,0.0,0.41,0.83,8.14,2.5,3.2,33
23.0,82.0,0.36,0.213,0.0,0.0,3.53,7.79,65.32,5.3,1.0,503
0.3,0.0,0.0,0.093,13.0,0.0,1.0,1.32,17.01,4.0,4.8,71
0.6,11726.0,0.0,0.172,5.5,0.0,2.9,3.63,4.21,2.9,0.65,29
1.1,106.0,0.0,0.0,17.0,0.0,0.0,6.0,19.0,2.5,8.0,113
0.1,38.0,0.0,0.07,1.0,0.0,0.08,0.4,13.99,2.2,11.79,53
3.0,15.0,1.18,0.318,0.0,0.0,0.04,15.49,71.93,7.5,37.65,377
8.5,63.0,7.49,0.231,0.5,0.0,0.0,26.63,0.0,0.0,0.0,190
27.0,2.0,0.16,0.038,0.3,0.0,1.15,4.45,48.6,1.2,25.7,452
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,67.32,0.0,63.54,415
8.2,0.0,2.32,0.468,0.0,0.0,0.68,26.45,0.0,0.0,0.0,187
1.9,0.0,0.01,0.43,0.1,0.0,0.0,8.4,18.1,8.1,0.0,105
3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,45.0,4.7,3.1,253
8.8,340.0,0.01,0.038,0.8,0.0,0.85,2.9,21.9,2.9,0.0,179
1.5,14.0,0.02,0.03,0.0,0.0,0.0,9.8,57.9,1.8,0.0,291
0.4,1548.0,0.0,0.2,64.9,0.0,1.45,2.38,7.18,3.3,1.39,35
2.5,43.0,2.05,0.44,0.0,13.0,0.12,21.28,0.15,0.0,0.1,113
9.5,0.0,0.04,0.018,0.0,0.0,0.08,3.9,80.9,0.7,48.95,423
0.0,514.0,0.0,0.0,29.6,0.0,0.0,0.82,4.12,0.8,3.29,21
9.4,431.0,0.0,0.36,0.0,0.0,0.0,6.4,73.7,9.2,4.3,382
0.2,0.0,0.0,0.101,3.6,0.0,0.0,0.96,5.9,0.0,0.0,27
0.7,7600.0,0.0,0.128,18.2,0.0,0.88,2.71,5.65,4.0,0.0,33
0.7,0.0,0.0,0.017,0.0,0.0,0.24,0.48,11.52,0.0,9.36,54
3.5,25.0,0.56,0.397,2.1,0.0,0.5,8.77,73.88,1.8,5.26,362
4.1,107.0,0.0,0.0,3.3,0.0,0.0,12.6,73.1,2.5,10.1,381
7.5,108.0,4.48,0.556,1.0,0.0,0.0,27.36,0.0,0.0,0.0,184
6.2,291.0,0.0,0.0,0.8,0.0,0.0,3.68,21.92,0.5,6.09,143
0.2,41.0,0.0,0.042,13.9,0.0,0.27,0.2,16.6,1.8,8.83,62
18.0,0.0,0.18,0.103,0.0,0.0,0.0,7.6,66.4,4.2,0.0,448
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,2.97,0.0,0.0,41
14.0,0.0,1.8,0.7,0.0,0.0,0.0,16.0,6.9,3.1,1.0,213
8.2,197.0,3.17,0.568,1.5,0.0,0.0,24.3,0.0,0.0,0.0,178
11.0,2.0,0.14,0.047,0.0,0.0,1.32,6.2,53.87,1.3,3.48,338
1.2,95.0,0.0,0.012,0.0,0.0,0.01,5.4,61.0,1.1,34.34,283
0.1,273.0,0.0,0.051,1.9,0.0,0.6,0.47,18.8,1.7,17.14,70
7.6,0.0,0.07,1.5,0.3,0.0,0.0,40.44,41.22,26.9,0.0,325
11.0,0.0,1.45,0.114,0.5,0.0,0.0,12.63,16.82,1.3,0.0,213
1.2,204.0,0.0,0.0,0.0,0.0,0.0,0.41,7.76,0.4,4.9,45
16.0,5.0,0.45,0.055,0.6,0.0,0.0,5.29,74.04,1.9,58.2,460
0.0,25.0,0.0,0.0,39.1,0.0,0.0,0.07,0.8,0.6,0.25,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263
2.0,0.0,0.0,0.391,0.0,0.0,1.31,11.2,75.2,9.5,0.42,342
0.6,6705.0,0.0,0.172,9.5,0.0,0.2,2.48,10.81,4.9,4.9,50
2.4,1.0,0.0,0.107,0.0,0.0,0.21,10.75,51.88,2.2,4.62,272
24.0,647.0,0.09,0.084,0.1,0.0,0.0,9.0,58.9,0.0,0.0,475
17.0,5.0,0.69,0.066,0.0,0.0,1.88,12.62,21.4,0.3,0.0,287
0.5,0.0,0.0,0.171,0.0,0.0,0.0,6.5,79.15,2.8,0.0,358
0.6,0.0,0.0,0.107,0.0,0.0,0.0,6.81,81.68,2.8,0.0,370
2.4,0.0,0.1,0.01,0.0,0.0,0.06,3.8,6.16,0.3,0.01,53
4.6,1.0,2.83,0.075,0.3,0.0,0.42,3.31,40.32,1.5,4.06,215
5.8,50.0,6.3,0.346,2.0,0.0,0.0,22.92,0.0,0.0,0.0,150
0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6,77.3,77.3,0.0,332
37.0,88.0,0.0,0.086,0.0,0.0,0.0,10.9,46.5,0.0,0.0,541
11.0,0.0,0.2,0.426,0.0,0.0,0.0,19.61,18.52,1.2,0.0,253
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6,0.0,42.0,265
6.3,433.0,6.94,0.21,0.9,292.0,1.03,23.19,0.0,0.0,0.0,156
0.1,27.0,0.0,0.062,32.1,0.0,0.02,0.4,11.5,0.1,10.03,47
13.0,67.0,0.16,0.015,0.2,0.0,0.98,2.6,77.77,1.5,66.89,436
17.0,0.0,0.0,0.02,0.0,0.0,0.0,6.0,72.8,2.7,35.8,461
4.2,70.0,0.4,0.57,1.8,0.0,0.23,23.1,0.0,0.0,0.0,137
3.3,331.0,0.2,0.05,1.1,0.0,0.0,7.68,20.81,1.7,0.0,141
1.2,32.0,2.2,0.14,1.7,0.0,0.0,24.86,0.0,0.0,0.0,117
2.5,32.0,0.2,0.091,0.2,0.0,0.0,5.2,36.7,1.3,0.0,194
0.2,32.0,0.0,0.013,16.8,0.0,0.08,0.3,11.4,2.6,7.36,44
0.2,34.0,0.0,0.034,28.9,0.0,0.07,0.2,15.4,2.1,12.96,58
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,3.01,0.0,0.0,83
29.0,65.0,2.1,0.041,0.0,25.0,0.69,11.51,0.0,0.0,0.0,303
12.0,0.0,0.0,0.0,0.0,0.0,1.39,11.8,44.29,11.2,4.2,329
0.1,0.0,0.0,0.079,11.0,0.0,0.0,0.12,10.17,5.3,1.02,42
0.8,138.0,0.0,0.281,24.7,0.0,0.0,2.88,33.64,0.0,0.0,153
6.0,0.0,0.24,0.28,0.0,0.0,0.0,18.7,1.0,0.0,0.0,138
0.2,0.0,0.0,0.124,0.0,0.0,0.0,1.8,93.3,8.0,0.0,372
0.3,1952.0,0.0,0.184,0.0,0.0,0.0,4.21,6.96,6.3,0.0,47
2.8,208.0,0.58,0.066,0.2,44.0,0.03,4.13,17.61,0.0,4.63,112
0.0,0.0,0.0,0.356,0.0,0.0,0.0,20.21,58.66,8.5,5.53,315
1.4,432.0,0.0,0.764,2.4,0.0,0.0,49.83,36.1,0.0,0.0,332
0.3,200.0,0.0,0.163,17.9,0.0,0.12,1.21,3.11,1.0,2.5,17
5.7,264.0,0.38,0.042,0.7,4.0,0.3,3.54,26.79,0.9,5.65,173
10.0,1087.0,1.3,0.43,0.0,2.0,0.0,5.0,45.8,1.0,18.1,293
25.0,0.0,0.0,0.15,0.0,0.0,0.0,22.9,46.5,14.2,5.3,487
0.1,35.0,0.0,0.154,54.0,0.0,0.52,1.8,6.69,1.1,2.8,29
3.2,18.0,1.83,0.0,0.0,4.0,0.48,11.0,0.0,0.0,0.0,72
50.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0,2.5,0.0,2.5,449
10.0,497.0,1.21,0.226,0.0,61.0,0.8,10.97,0.83,0.0,0.07,138
19.0,0.0,0.0,0.053,0.0,0.0,0.95,5.48,47.76,2.2,17.0,379
6.3,2520.0,10.88,0.525,0.0,0.0,0.0,29.91,0.0,0.0,0.0,184
13.0,18.0,0.0,0.0,0.0,0.0,0.0,4.35,65.92,2.2,31.76,400
21.0,653.0,0.4,0.117,0.0,16.0,0.19,16.41,8.73,0.0,7.32,290
29.0,155.0,0.6,0.028,0.0,0.0,0.6,6.41,63.15,0.0,57.69,538
0.1,0.0,0.66,0.047,0.0,35.0,0.0,8.12,12.72,0.5,11.4,85
53.0,3577.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,465
9.3,295.0,0.68,0.122,0.0,0.0,1.14,11.53,32.74,1.9,5.32,260
51.0,0.0,0.0,0.243,0.0,0.0,0.0,27.04,16.3,8.9,0.0,589
49.0,0.0,0.0,0.254,0.0,0.0,0.0,25.87,19.86,8.9,0.0,578
6.0,69.0,0.22,0.423,4.7,0.0,5.0,12.0,73.4,5.2,13.75,393
25.0,745.0,0.73,0.062,0.0,18.0,0.21,21.6,2.47,0.0,1.01,318
8.0,197.0,0.0,0.0,0.0,0.0,0.0,1.76,6.03,4.1,0.33,103
25.0,0.0,0.0,0.02,0.0,0.0,0.0,3.8,68.3,0.8,44.2,487
8.7,0.0,2.57,0.42,0.0,0.0,0.57,26.64,0.0,0.0,0.0,193
32.0,262.0,0.23,0.09,0.0,24.0,0.0,13.33,0.0,0.0,0.0,349
3.1,52.0,0.37,0.43,2.3,5.0,0.21,21.39,0.0,0.0,0.0,119
9.1,0.0,0.0,1.818,54.5,0.0,0.0,9.09,63.64,9.1,27.27,373
16.0,0.0,2.5,0.3,0.0,0.0,0.0,14.5,5.5,1.8,0.6,219
0.0,557.0,0.0,0.232,24.5,0.0,0.49,1.06,20.41,2.1,14.27,86
3.7,63.0,2.17,0.482,0.0,20.0,0.18,20.6,0.0,0.0,0.0,116
13.0,110.0,0.09,0.011,0.6,0.0,0.0,5.9,30.2,1.8,0.0,260
11.0,0.0,3.8,0.9,0.0,0.0,0.0,17.8,5.7,0.0,3.2,196
0.2,0.0,0.0,0.047,0.3,0.0,0.0,0.69,10.45,1.2,6.99,42
2.2,255.0,0.0,0.0,0.7,0.0,0.0,3.89,30.18,5.8,20.29,136
33.0,185.0,0.0,0.0,0.3,0.0,0.0,0.6,8.5,0.1,4.2,334
0.7,1762.0,0.0,0.745,0.0,0.0,0.0,3.7,89.07,0.0,0.0,339
8.0,860.0,0.0,0.0,0.0,0.0,0.0,16.6,4.3,0.0,0.0,156
0.1,97.0,0.0,0.05,19.3,0.0,0.0,0.3,11.3,0.0,0.0,110
0.4,4195.0,0.0,0.081,2.5,0.0,0.52,1.4,8.2,1.5,1.78,36
0.1,0.0,0.0,0.0,37.0,0.0,0.0,1.14,5.1,0.0,0.0,21
1.7,89.0,0.84,0.08,0.8,0.0,0.0,9.07,7.41,0.0,0.0,84
3.7,11.0,2.04,0.46,0.0,1.0,0.49,18.62,0.64,0.0,0.29,115
4.9,58.0,0.19,0.077,0.0,0.0,0.53,5.19,21.16,1.2,4.2,150
0.5,0.0,0.0,0.029,0.0,0.0,0.0,12.2,75.4,0.0,0.0,353
7.5,1318.0,0.0,0.29,0.0,0.0,1.1,1.42,40.77,3.2,21.76,236
0.6,314.0,0.06,0.058,2.0,0.0,0.22,0.93,7.17,0.4,3.9,38
37.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97,46.85,4.4,37.13,569
3.3,441.0,0.04,0.01,2.2,0.0,0.49,1.82,8.52,0.4,0.72,69
27.0,93.0,0.98,0.195,0.0,58.0,0.9,18.53,1.42,0.0,1.09,325
1.4,0.0,0.0,0.0,0.2,0.0,0.0,1.51,13.25,1.3,1.44,71
0.6,3474.0,0.0,0.1,26.3,0.0,0.0,1.83,2.93,2.6,0.0,20
10.0,0.0,0.41,0.231,0.9,0.0,0.04,8.73,9.27,1.1,0.34,164
8.1,135.0,0.37,0.34,4.6,0.0,0.24,19.7,0.0,0.0,0.0,157
1.3,15.0,1.39,0.21,0.0,151.0,0.36,18.36,0.0,0.0,0.0,90
61.0,19.0,0.0,0.526,1.4,0.0,0.9,14.29,17.86,7.1,3.57,643
25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,67.6,4.1,38.5,512
1.2,1622.0,0.02,0.052,0.2,0.0,0.14,2.27,7.94,0.9,1.66,52
1.9,218.0,0.0,0.082,1.2,0.0,0.79,4.26,17.14,1.7,1.77,102
2.6,875.0,2.39,0.11,1.2,0.0,0.05,23.5,52.9,1.6,51.3,329
0.4,13621.0,0.0,0.138,41.0,0.0,0.85,1.9,5.63,2.0,1.25,28
0.1,33.0,0.0,0.0,1.0,0.0,0.0,0.75,40.4,1.2,31.3,158
0.3,1.0,0.15,0.016,0.0,0.0,0.0,1.93,20.87,0.3,15.75,93
3.4,142.0,0.0,0.04,2.2,0.0,0.38,1.75,30.84,1.4,19.68,161
8.0,862.0,1.0,0.34,1.4,0.0,0.0,5.3,38.6,1.0,10.0,245
2.4,198.0,0.0,0.0,2.4,16.0,0.0,3.57,12.7,1.6,3.57,87
55.0,1.0,0.0,0.118,0.0,0.0,25.97,21.23,17.68,10.5,4.55,607
53.0,1.0,0.0,0.136,0.0,0.0,23.9,20.96,21.01,10.9,4.86,598
27.0,0.0,0.0,0.02,0.0,0.0,0.0,5.1,64.8,1.3,29.6,520
0.4,34.0,0.02,0.041,2.2,0.0,0.04,1.4,16.25,2.1,1.48,65
0.1,5755.0,0.0,0.044,4.7,0.0,0.8,0.72,4.31,1.1,2.08,18
6.9,346.0,0.0,0.012,1.5,0.0,1.65,0.97,5.61,2.5,0.0,81
22.0,0.0,0.0,0.01,0.0,0.0,0.0,3.6,66.2,1.7,36.9,477
29.0,397.0,0.0,0.02,0.0,9.0,0.0,6.0,62.2,1.4,22.6,528
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,2.38,0.0,0.0,78
0.3,2496.0,0.01,0.06,5.0,0.0,0.51,1.26,15.23,1.8,4.0,68
0.2,283.0,0.0,0.187,16.3,0.0,0.27,1.87,4.51,2.5,2.4,22
26.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,59.5,1.3,13.4,502
23.0,1043.0,1.61,0.402,0.0,126.0,2.28,14.07,1.77,0.0,0.07,275
0.7,2.0,3.33,0.156,3.3,0.0,1.84,17.88,0.0,0.0,0.0,83
3.9,6.0,0.0,0.0,0.4,0.0,0.0,2.46,9.01,1.2,0.0,81
33.0,168.0,0.65,0.031,0.0,0.0,0.44,7.41,55.25,5.7,50.75,549
